category,weight,wing,tarsus,blength,bdepth,bwidth,Prin1,Prin1 2,Prin2
fortis,14.6,65,18.5,9.9,8.8,8.6,-1.487571503,-0.689215627,-0.774735645
fortis,16.8,66,18.3,10.8,8.8,8.8,-0.88986208,-0.229094794,-0.347803225
fortis,15,69,18.8,10.1,9,9,-0.498126744,-0.08699506,-0.928057871
fortis,13.7,68,19,10.9,9,8.6,-0.883510429,-0.239971942,-0.283503509
fortis,15.8,69,19.2,11.2,9,8.4,-0.0983695,-0.345970567,-0.018857836
fortis,19.05,69,20.15,12.7,10.65,9.8,1.169542561,2.73005665,-0.498577541
fortis,18.8,72,20,11.8,10.5,9.6,1.584037212,2.154329433,-0.861697754
fortis,14.9,67,18.6,11.5,9.5,9,-0.995635282,0.711502127,-0.333924118
fortis,9.8,57,16.4,7.8,6.2,6.5,-5.201468175,-5.35532983,0.084468013
fortis,14.7,68,18.7,10.3,8.8,8.5,-0.805860384,-0.66843948,-0.498334039
fortis,16.4,65,20,10.6,9,8.8,-0.271582822,-0.133973317,-0.548149183
fortis,15.8,69.5,19.4,11.15,9.15,8.65,0.099243419,-0.001957805,-0.226174734
fortis,18.3,71,20.3,11.2,9.6,9.8,1.440143329,1.478159206,-0.916364712
fortis,16.1,70.5,19.95,11.1,9.3,8.5,0.644378221,-0.047003396,-0.249989332
fortis,17.1,69,20.4,11.3,9.4,8.9,0.841392998,0.478146248,-0.360770087
fortis,14.9,66,18.6,10.8,9,8.7,-1.179837863,-0.172217538,-0.387010592
fortis,17.4,65,19.4,10.8,9.2,8.6,-0.352200218,-0.115340282,-0.426217959
fortis,19,66,18.8,10.9,10,9.3,-0.107064542,1.2115894,-1.030047244
fortis,17.7,68,18.9,10.8,8.9,8.9,0.007403702,-0.054759283,-0.436220271
fortis,15.3,64,18.2,10,8.8,8.5,-1.664899285,-0.756970032,-0.671228562
fortis,18.7,72,20.2,12.1,9.8,9.4,1.665957091,1.508834353,-0.299261785
fortis,14.9,68,18.8,11,9,8.8,-0.705921073,-0.015932581,-0.317623152
fortis,14.5,66,18.1,11,9.1,8.2,-1.537983926,-0.52244919,-0.084911172
fortis,15.5,69,18.9,10.5,9.3,8.3,-0.327412187,-0.418593677,-0.504027228
fortis,15.5,68,20.2,11,9.3,8.7,0.174210811,0.118015597,-0.399371989
fortis,16.9,69,19.8,12.2,10.6,9.6,0.477674618,2.349441092,-0.673713194
fortis,14.5,66,17.95,10.85,9.1,8.3,-1.617117647,-0.469449878,-0.217234009
fortis,19.8,71,20,12.3,10.5,9.5,1.635752118,2.204615765,-0.52766464
fortis,15.1,67,18.8,11.5,10,9.4,-0.842940157,1.485915093,-0.730133772
fortis,15.6,68,18.9,11.6,9.8,9.4,-0.488023019,1.361283432,-0.587419323
fortis,15,69,18.2,10.2,8.5,8.4,-0.814661626,-1.026427019,-0.382465559
fortis,15.2,66,19.6,10.8,9.3,9,-0.581504479,0.350788995,-0.65226173
fortis,17.1,67,20.4,11.25,9.7,9.55,0.472987836,1.326823749,-0.815401492
fortis,14.6,65,18.7,10.1,8.8,8.3,-1.382059876,-0.921989025,-0.521845904
fortis,15.7,67,19,10.9,8.9,8.5,-0.595878038,-0.414307453,-0.195086463
fortis,15.4,67,18.8,10.6,9.1,9,-0.772164911,0.137626782,-0.682441804
fortis,16.6,68,19.8,10.9,9.3,9.1,0.222696791,0.477563767,-0.640505797
fortis,16,68,18.9,10.5,8.9,8.5,-0.393656025,-0.532348189,-0.425612494
fortis,16.9,68,20.2,11,9.9,9.2,0.504495292,1.066764073,-0.88399869
fortis,14.9,67,19.8,9.6,8.6,8.1,-0.362565517,-1.418210967,-0.633169351
fortis,14.2,68,17.1,10.8,9,8.9,-1.767912148,0.022311639,-0.478761742
fortis,14.6,67,19.8,10.5,9.3,8.3,-0.433340762,-0.418593677,-0.504027228
fortis,16.2,65,18.1,11.2,9.5,8.9,-1.321126781,0.525706987,-0.460943066
fortis,14.5,65,19,9.7,7.8,7.6,-1.247384183,-2.491591103,-0.005828201
fortis,14.5,63,18.5,9.3,8.7,8,-1.879568414,-1.526935185,-0.80272977
fortis,15.8,66.5,18.6,10.3,8.75,8.55,-0.875410835,-0.658342646,-0.500001091
fortis,15.9,68,19.8,10.1,8.7,8.6,0.057554551,-0.707266181,-0.616931158
fortis,20.05,72.5,21.15,12.15,10.9,9.75,2.577727219,2.711795649,-0.898966723
fortis,17,72,19.5,11,9,8.6,0.895606668,-0.210461758,-0.225872002
fortis,16.4,66.3,19.8,10.97,9.03,8.63,-0.137631094,-0.16701416,-0.269686568
fortis,14.7,66,18.9,10.8,8.9,8.3,-1.068753919,-0.638346814,-0.160966821
fortis,16.7,67,20.1,10.45,9.3,8.4,0.2203534,-0.336084181,-0.578718557
fortis,16.15,70,20.15,11.65,9.35,9,0.669584432,0.64016102,-0.18366465
fortis,16.9,68,20,10.6,9,8.8,0.398983664,-0.133973317,-0.548149183
fortis,16.6,70,20.7,11.4,9,9,1.065904277,0.296637332,-0.178848271
fortis,15.5,68,18.4,10.6,9.6,8.4,-0.775393837,-0.060606138,-0.619895708
fortis,15.5,64,19.9,10.7,9.2,8.4,-0.720866954,-0.339379643,-0.392098316
fortis,16.4,68,20,11.2,9,8.9,0.281024921,0.140352375,-0.248235712
fortis,14.7,69,19.7,11,8.9,8.9,-0.094099666,0.004261085,-0.320957256
fortis,15,69,19.4,9.8,9.2,8.5,-0.181591861,-0.507706711,-0.956657461
fortis,14.7,66,18.5,10.9,8.9,8.7,-1.279777174,-0.219778276,-0.286837614
fortis,17.4,68,19.8,11.2,9.7,9.4,0.41143078,1.166171774,-0.775403883
fortis,16.3,67,18.9,10.9,9.4,8.7,-0.50708336,0.165576335,-0.499544968
fortis,14.7,69,19.1,10.7,9.7,9.1,-0.410634548,0.726827088,-0.925934696
fortis,13.9,68,18.6,9.9,8.4,8.3,-1.047350187,-1.289293082,-0.466943036
fortis,16.4,66,19.8,10.9,9.3,8.8,-0.192891868,0.185770002,-0.502879072
fortis,16.5,67,19.9,11.7,10.5,9.8,0.067658275,2.319348427,-1.011080412
fortis,21.5,70,20.3,11,10,9.7,2.010876704,1.630157938,-1.155918036
fortis,15.7,63,19,11.3,9,9.2,-1.332688362,0.461656325,-0.328230929
fortis,16,68,18.7,10.8,9,9,-0.499167652,0.119576228,-0.524637317
fortis,15.2,69,19.5,11,9.1,8.7,-0.08165255,-0.036126248,-0.314289048
fortis,15.9,69,19,10.8,8.7,8.8,-0.180289378,-0.306165716,-0.305261755
fortis,14.9,68,19.2,10,8.4,7.9,-0.494897818,-1.648841252,-0.225809228
fortis,14.8,66,16.9,10,8.9,8.3,-2.100278445,-0.874428286,-0.622018883
fortis,12.7,64,17.7,9.1,8,7.5,-2.542063818,-2.611774952,-0.390824613
fortis,15.9,68,19.2,11.2,8.8,8.4,-0.258980332,-0.500112412,0.066225106
fortis,14.4,68,18.9,9.9,7.9,7.9,-0.771124003,-2.063706047,-0.070733381
fortis,19.2,70,20.9,12.6,10.5,9.4,1.784801369,2.195881729,-0.308894542
fortis,15.6,68,19.2,10.6,9.7,9,-0.329755578,0.600052316,-0.937690629
fortis,15.2,67,17.3,10.3,8.55,8.05,-1.610685615,-1.298807434,-0.185540274
fortis,16.7,71,19,10.9,9.7,8.6,0.376849773,0.299524514,-0.581293806
fortis,18.1,69,19.8,11.6,10.5,9.6,0.760775601,2.095309065,-0.976960769
fortis,15.9,69,19.5,10.3,9.4,8.7,0.08348969,-0.011484769,-0.845334014
fortis,14.1,66,19.1,10.5,8.9,8.2,-1.104792783,-0.824141955,-0.287985769
fortis,15.3,69,19.2,10,8.3,8.3,-0.216328243,-1.33685382,-0.366770057
fortis,16.37,67.3,18.8,10.07,9.3,8.57,-0.488064175,-0.28287308,-0.875706763
fortis,15.2,66,19.3,10.2,9,8.7,-0.739771921,-0.349278642,-0.732799638
fortis,15.8,66,18,11.6,8.8,8.3,-1.284047008,-0.479336264,0.342626711
fortis,16.8,66,19.1,11.1,9.9,9,-0.46781557,0.90174508,-0.734616032
fortis,13.6,66,19,9.9,8.4,7.9,-1.27550734,-1.678351436,-0.283440736
fortis,16.23,67,19.33,11.2,9.53,8.87,-0.296747585,0.519648887,-0.459942835
fortis,12.75,63.5,17.9,9.4,7.45,7.4,-2.516857607,-3.044399061,0.061923574
fortis,15.7,66,18.7,10.6,9.2,8.5,-0.93834806,-0.271625238,-0.495605399
fortis,16.9,65,19.6,11.3,9.1,8.8,-0.364647334,0.149668893,-0.1872701
fortis,15.3,68,19.1,10.5,9.5,8.7,-0.453286637,0.124606521,-0.77261247
fortis,14.2,64,17.9,10,8.6,8.5,-2.082675962,-0.911111876,-0.58614562
fortis,16.6,68,20.4,11.4,8.9,9.1,0.539231674,0.316830998,-0.182182375
fortis,14.4,65,19.4,10.6,8.3,8.2,-1.059952677,-1.257057305,0.024894564
fortis,13.7,62,18.8,10.3,8.8,8.8,-2.094237543,-0.376645714,-0.635960764
fortis,13.6,66,18.6,10.4,8.1,7.9,-1.486530595,-1.762013283,0.132341215
fortis,15.4,63,17.9,10.7,8.4,7.7,-1.983777559,-1.636799141,0.269362476
fortis,14.8,67,18.9,10.8,8.6,8.3,-0.860959589,-0.869559581,-0.033342408
fortis,12.1,64,17.6,9.3,8.1,7.4,-2.736370124,-2.57294825,-0.272227494
fortis,14,66,18.7,9.4,7.9,7.6,-1.339407787,-2.503050733,-0.221264195
fortis,19.15,68.5,18.75,11.05,9.9,9,0.362451627,0.886989988,-0.763431786
FS,19.77,75.63,19.15,12.81,9.3,8.53,2.033108126,0.486800127,0.721746777
fS,18.65,67.33,19.25,11.87,11.17,10.47,0.292754933,3.537563662,-1.505501056
FS,16.53,66.34,18.7,9.04,8.42,7.98,-0.679907669,-1.838913163,-0.824280456
FS,14.7,65.5,18.67,10.93,8.45,8.3,-1.282193581,-0.946802725,0.105390758
FS,13.3,62,18.4,9,7.8,7.4,-2.399627792,-2.892691569,-0.317497604
fS,19.5,70,21,13.4,9.8,9.5,1.908332428,1.989731333,0.40407224
FS,16.6,70,20.2,12.4,8.4,8,0.802125208,-0.843332247,1.111471382
fS,15.2,67,20.2,12.7,8.7,8.7,-0.080767016,0.157263192,0.835612467
fS,19,72,21.3,13,9.8,9.7,2.317046289,2.066219774,0.081795059
FS,13,65,18.7,10.1,8.2,7.6,-1.759527854,-2.065266678,0.054531947
FS,13.6,65,18.4,10.6,9,8.5,-1.776244803,-0.425767083,-0.410522457
FS,15.66,67.15,18.8,11,9.57,9.11,-0.683195978,0.7248919,-0.702323819
FS,16.94,71.66,19.4,12.15,9.47,8.76,0.766066928,0.646762034,0.163544504
FS,16.85,71,18.75,10.45,8.7,8.4,0.280347861,-0.798509714,-0.323469731
FS,17.7,67,19.7,11.7,10.4,9.4,0.245247631,1.85321915,-0.785036641
FS,17.8,73,20,11.4,8.7,8.6,1.532322307,-0.323633789,0.132278442
FS,15.8,68,19,10.4,9.2,9.1,-0.388083708,0.252941925,-0.886121865
FS,17.92,66.83,18.74,11.44,10.16,9.2,-0.240620773,1.396993281,-0.74102788
fS,17.96,69.33,19.2,13.14,9.51,9.25,0.471999122,1.446337709,0.492289524
FS,12.7,66,17.4,9.7,8,7.6,-2.331926098,-2.337449259,-0.090911142
FS,12.7,68,18.3,10.3,8.6,8.5,-1.488718612,-0.822581324,-0.413251097
FS,12.8,68,18.8,10.7,8.3,7.6,-1.201347794,-1.811134652,0.357779522
FS,17.15,66,19,10.85,8.1,8.2,-0.438000264,-1.337423689,0.254056275
FS,16.2,69,19.3,12.3,9.9,9.2,0.048753309,1.450396466,-0.13478909
FS,16.2,68,19.3,10.8,8.9,8.4,-0.135449272,-0.541082226,-0.206842396
FS,14.9,69,18.3,10.4,8.7,8.3,-0.785497561,-0.910529395,-0.30640991
FS,17.3,67,18.6,13.2,9.8,8.9,-0.429433315,1.347123434,0.564062675
FS,15.8,68,19.4,10.3,8.1,8.3,-0.177060453,-1.402465113,-0.108792593
FS,17,69,19.8,11.3,9.7,9,0.501266367,0.806623604,-0.534270075
FS,17,66,18.7,10.8,8.8,8.2,-0.631655328,-0.812682325,-0.072549775
fS,18.7,68,19,12.4,9.8,9.6,0.296077002,1.791894082,-0.218118412
FS,13.8,67,19.3,12.5,8.6,8.5,-0.88585382,-0.173357276,0.854642072
FS,14.4,64,18.2,9.9,7.8,7.9,-1.877225023,-2.14077697,-0.02819191
FS,16.2,64,19.1,11.1,8.7,8.6,-0.977771224,-0.412164341,-0.040616081
FS,17.6,70,19,12.1,10.1,9.8,0.404972929,2.129105474,-0.610388497
FS,14.7,66,18.3,10.7,8.6,8.5,-1.385288801,-0.704540588,-0.182725066
FS,19.4,74,21.1,13.9,9.1,8.8,2.674306818,0.916933678,1.3111491
FS,20.5,72,21.6,14,9.8,9,2.829189959,1.680469495,0.979239162
FS,14.8,65,19.7,11,9.2,8.1,-0.807318241,-0.542642856,-0.081577068
fS,12,63,18,9.6,7.6,7.7,-2.733141199,-2.577978543,-0.024252342
FS,18.7,71,21.2,14.3,8.8,8.2,2.009312648,0.220174116,1.944552994
FS,16.5,68,19,12.1,9.9,9.3,-0.222941468,1.488640686,-0.29592768
FS,17.9,69,19,11,9.4,9,0.291545594,0.486880285,-0.579540185
fS,16,70,20.2,11.3,10,9.4,0.660574716,1.426894725,-0.845396788
FS,17.8,67,20.1,11.4,9.8,9.3,0.479862635,1.204998476,-0.656806763
FS,17.7,67,19.9,11.7,9,9.1,0.350759259,0.482432473,-0.051829323
FS,15.2,67,19.1,10.5,8.6,8,-0.661080967,-1.249883899,-0.068610206
FS,12.9,65,17.9,10.9,8.2,7.7,-2.205166113,-1.731920617,0.469708433
FS,19.4,71,19.7,12.9,9.8,9,1.383117682,1.355857471,0.345292577
FS,16,65,18,10.6,9,8.8,-1.421066092,-0.133973317,-0.548149183
FS,15.9,64,19.4,11.2,8.4,8.8,-0.890279029,-0.419337747,0.052888689
FS,16.4,69,19.8,13.1,10,9.2,0.359715875,1.76354886,0.283721501
FS,16.6,70,19.9,12.8,8.8,8.2,0.643857767,-0.222478645,1.080080379
FS,17,68,19.6,13.1,10.1,9.3,0.211552158,1.937884371,0.195304455
FS,17,69,19.1,12.7,8.8,8.8,0.13197567,0.331598703,0.747195421
FS,14,72,17.7,11.8,8.2,8,-0.761750438,-1.174535196,0.850765277
FS,15.7,64,19.3,11.4,9.7,8.7,-0.99021834,0.544340022,-0.339011842
FS,16.2,67,19.8,11.1,9.4,8.9,-0.055872785,0.41912588,-0.476033103
fS,12.1,63,19.2,9.7,7.2,7.5,-2.076479685,-3.051281226,0.2952962
FSf,16.7,68,19,10.5,9.4,8.7,-0.17575797,0.047535599,-0.730070999
fSF,23.35,73,21.6,12.85,10.35,9.3,3.685757376,2.056786217,-0.055127992
FSf,11.5,62,18,8.3,6.9,6.6,-3.035302523,-4.571017866,0.02895968
FSf,13.73,62.34,17.9,9.14,7.12,6.68,-2.499333465,-4.07576462,0.382772649
FSf,15.65,69,19.6,11,9.25,8.45,0.077266133,-0.163681335,-0.263412316
FSf,17.2,69,19.9,13.4,8.8,8,0.601205678,-0.239946718,1.517620575
FSf,19.4,71,20.9,12.9,9.7,8.6,2.016187447,0.889728194,0.571336348
fSF,21,72,22,13.3,9.7,9.3,3.158171957,1.68862105,0.480733354
FSf,14.7,68,18.9,9.3,8,7.9,-0.700348757,-2.163696229,-0.459063898
fSF,22.4,74,20.8,12.5,11.2,8.9,3.223791835,2.219545058,-0.434938471
FSf,16.4,67.5,19.5,11.85,8.7,8.35,-0.074855438,-0.433999432,0.506309164
FSf,13.7,65,18.5,10.1,7.7,7.8,-1.699897241,-2.256092113,0.175488151
fSF,17.5,67,20.3,12.2,9.9,10.5,0.514599016,2.685325933,-0.788803073
fuliginosa,10.15,60.5,16.65,8,6.4,6,-4.342298486,-5.62849056,0.344025962
fuliginosa,13.1,59,17.7,8.9,6.7,6.7,-3.368709729,-4.450834018,0.413956093
fuliginosa,13.8,64,19,9.1,7,7,-1.596729005,-3.868807117,0.263967971
fuliginosa,14.8,65,18.2,10.1,8.6,8.2,-1.598655448,-1.173395458,-0.390887387
fuliginosa,16.1,67,19.2,10,8.3,7.9,-0.395999416,-1.725912174,-0.183267757
fuliginosa,12.16,60.83,17.09,9.14,7.41,7.4,-3.575191907,-3.151953908,-0.070901757
fuliginosa,14.8,62,19.1,8.5,6.5,6.5,-1.676460867,-4.917545775,0.360264154
fuliginosa,16.1,66,21,10.6,8.5,8.5,0.369402651,-0.811121694,-0.197815103
fuliginosa,12.9,61,18.4,8.2,6.6,6.8,-2.678197368,-4.637211639,0.007201435
fuliginosa,11.2,65,18.6,9.6,7.7,7.6,-2.236935143,-2.59817221,-0.020918237
fuliginosa,13.5,62,17.9,9.9,6.8,6.8,-2.616223364,-3.981396667,0.901854124
fuliginosa,10.1,65,18.4,9.2,7.3,6.9,-2.601956005,-3.705348755,0.239850641
fuliginosa,10.6,60,16.5,8.9,6.9,6.9,-4.407370629,-4.102162996,0.237122001
fuliginosa,10.3,60,16,9,7.1,6.5,-4.741924943,-4.307569322,0.393172867
fuliginosa,9.3,57,17.4,8.2,6.4,6.4,-4.79186878,-5.180411838,0.275786677
fuliginosa,12.8,62,18.2,8.1,6.7,6.8,-2.623098163,-4.589650901,-0.092971544
fuliginosa,10.4,60,17.6,8.4,6.4,6.5,-3.874240175,-5.024126882,0.345174117
fuliginosa,11.8,60,17.8,8.5,6.6,6.5,-3.438444066,-4.840474853,0.317722683
fuliginosa,12.5,62,18.4,8.4,6.4,6.2,-2.588361781,-5.315920647,0.482800842
fuliginosa,10,60,16.9,8,6.4,6.3,-4.337897865,-5.336696795,0.206399237
fuliginosa,11.4,59,18.7,8.5,6.8,6.8,-3.242211318,-4.394539243,0.095013016
fuliginosa,13.2,65,18.4,10.6,9.6,8.7,-1.870611798,0.231187628,-0.757522433
fuliginosa,13.2,63,18.1,9.7,8.3,8,-2.397284401,-1.717178138,-0.402037855
fuliginosa,12.4,64,17,9.2,7.6,7.5,-2.982129761,-2.890548457,-0.163027222
fuliginosa,10,60,17.6,7.9,6.2,6.4,-3.968607169,-5.423084235,0.187975096
fuliginosa,13.1,65,19.6,9.9,8.2,7.7,-1.261133781,-2.027022458,-0.106606644
fuliginosa,17.6,71,20,11.5,9.2,9.1,1.116733648,0.577553949,-0.25217528
scandens,22.8,74.5,21.85,14.85,9.55,9.1,3.964196164,1.835893342,1.529585079
scandens,19.47,70.76,19.33,14.34,9.42,8.59,1.160226775,1.089149803,1.524933735
scandens,21.03,71,20.93,13.83,9.2,8.43,2.416559694,0.613468494,1.398005202
scandens,21.72,76.58,21.13,15.09,9.28,8.64,3.712704789,1.251209186,1.993790315
scandens,22.2,72,21.5,14.9,8.8,8,3.177493872,0.202706043,2.38209319
scandens,23.1,72,21,15.8,10,9.3,3.126040541,2.657588417,1.793896633
scandens,20.5,72,21.7,16,9.6,9,2.881945773,2.116531331,2.216952258
scandens,19,74,21.3,14.8,9.5,8.3,2.685451451,1.00448608,1.889044662
scandens,21.55,72,20.8,14.35,9.05,9.25,2.65485681,1.448884693,1.385321533
scandens,21,73,21.1,14,9.3,8.8,2.867572214,1.100585706,1.283697666
scandens,21.6,75,21.1,14.95,9,8.4,3.377527868,0.760661334,2.142323702
scandens,17.3,72,20.05,13.6,8.95,8.5,1.25653889,0.421002977,1.339693509
scandens,21.15,74,20.75,15.1,9.25,8.65,2.90251707,1.240765387,2.007728349
scandens,21.17,69,20.43,15.07,8.87,8.57,1.817403911,0.861231156,2.188796946
scandens,24.4,75,21.4,15.8,9.7,9,4.196364271,2.134581885,2.059147771
scandens,21,74,20.4,14.9,9.7,9.5,2.682484099,2.355313172,1.311086327
scandens,23.2,75,20.8,15.2,9.6,9.1,3.596728405,1.977714447,1.710024621
scandens,23.9,75,21.9,14.9,9.4,9.3,4.342184597,1.929571228,1.530461889
scandens,21.52,72.7,21.27,15.2,9.25,8.65,3.024673416,1.270275571,2.065359857
scandens,23.5,75.33,21.7,13.43,9.3,8.73,4.203092826,0.864292445,0.987310975
scandens,22.19,74.84,21.6,14.15,9.3,9.25,3.751025841,1.582541631,1.16370484
scandens,24,77,21.6,15.2,9.8,9.8,4.575914066,2.812708411,1.303812654
scandens,21.95,71.5,20.95,14.65,9.45,8.7,2.736256234,1.310743697,1.640365835
scandens,23.3,72.7,21.8,14.53,9.43,9,3.724212355,1.551711058,1.442089595
scandens,20.6,76,22,14.75,9.3,8.65,3.800615287,1.176015204,1.784747337
scandens,23.2,77,20.8,15.35,9.85,9.4,3.965133567,2.506450794,1.55249148
scandens,22.85,74.33,21.4,14.47,9.62,9.23,3.707276438,1.904148253,1.221168073
scandens,18,72,20.1,14.3,9,9,1.448059037,1.152432669,1.492465452
scandens,24.6,76,21.2,15.3,9.9,9.2,4.322238722,2.335701987,1.594156141
scandens,18.7,71,20,13.8,8.6,8,1.376242883,-0.276047826,1.833229548
scandens,20.69,72.33,21.19,15.04,9.21,8.73,2.718502297,1.270042578,1.953465573
scandens,21,71,21.1,14.9,9.4,9,2.499167052,1.637777462,1.668088615
scandens,19.8,72,19.9,14.1,9,8.4,1.767198885,0.509824769,1.652455887
scandens,21.31,76.84,20.8,14.29,9.37,8.9,3.489777105,1.337379474,1.375174434
scandens,21.54,74.15,21.05,13.9,9.22,8.56,3.180422718,0.775983772,1.370200716
scandens,19.33,73.34,20.9,14.04,9.02,8.98,2.430707263,1.071667457,1.343290353
scandens,22.3,72,20.8,13.6,8.9,8.6,2.831794924,0.479732104,1.315088669
scandens,20.31,70.84,20.34,13.84,8.91,8.65,1.905967389,0.606895932,1.426212353
scandens,20.96,67.33,21.44,14.04,9.06,8.6,1.993076647,0.732890389,1.50060095
scandens,19.83,70.66,21.05,14.65,9.13,8.26,2.134136809,0.636152557,1.978351072
scandens,20.7,73,20.6,13.7,8.4,8.2,2.5330179,-0.265170677,1.768929832
scandens,19.14,71.65,21.2,14.15,8.93,8.31,2.232848019,0.383092086,1.752338688
scandens,19.3,72,19.7,14.7,8.7,8.2,1.543728514,0.26114393,2.217620496
scandens,17.74,67.15,19.9,13.75,8.7,8.81,0.387826345,0.574111171,1.390280165
