category,weight,wing,tarsus,blength,bdepth,bwidth,Prin1,Prin1 2,Prin2
scandens,19.76,72.33,20.45,14.09,8.91,8.6,2.108706013,0.632039098,1.59322891
scandens,22.9,73,22,15.3,10.1,9.1,3.790617762,2.392579243,1.554948774
scandens,23.5,75.15,22.35,15.2,10.27,9.36,4.512849151,2.746977557,1.305720271
scandens,19.13,72.34,20.2,14.14,9.02,8.68,1.830030488,0.809383875,1.538548586
scandens,21.1,74,22.2,16,9.5,8.9,3.655680496,1.94219582,2.305369303
scandens,21.9,72.5,21.25,14.9,9.65,9.15,3.066930382,1.97635165,1.492921575
scandens,21.24,72.65,20.25,13.95,9.28,8.66,2.411297091,0.934246006,1.327616012
scandens,19.7,72,21.1,14.2,9.2,8.3,2.376676901,0.596212209,1.670880028
scandens,21.4,71,21,14.3,9.1,9,2.540778233,1.229503591,1.449923981
scandens,18.25,70,20.9,14,8.5,7.95,1.560679757,-0.342730674,2.013971821
scandens,19.4,72,21.7,14.3,8.9,8.4,2.622436538,0.491774215,1.810260373
scandens,17.41,68.84,20.4,14.04,7.96,7.85,0.885055005,-0.84437417,2.312623942
scandens,18.6,70,20,13,8.3,8.1,1.168448553,-0.646077476,1.453926324
scandens,16.25,69.5,19.6,13.9,8.9,8.45,0.310917915,0.422365773,1.556796555
scandens,17.8,66,19.8,13.87,8.8,7.83,0.137392612,-0.266598653,1.866477139
scandens,18.6,70,20.4,14.9,8.6,7.9,1.379471808,-0.04870039,2.513051707
scandens,20.51,72.33,21.15,14.44,9.51,8.85,2.654934824,1.440911747,1.425001424
scandens,19,68,20.2,14.5,9.1,8.6,0.999922013,0.899465605,1.748689297
scandens,20.05,70,19.5,14.6,9.1,8.45,1.246749839,0.783078906,1.875134167
scandens,17.6,68,20.6,13.6,8.6,8.2,0.880660787,-0.140539017,1.626215382
scandens,19.4,69,19.5,12.8,10,8.6,0.909200892,1.091430777,0.386080428
scandens,20,74,20.9,14.9,8.9,8.3,2.710345682,0.571570731,2.201924994
scandens,21.75,74,21.95,14.35,9.2,8.8,3.677137327,1.126800428,1.527949414
scandens,18.85,69,20.45,14.2,9.1,8.5,1.280626505,0.713670464,1.621670349
scandens,21.25,72.5,22.25,14.45,9.85,9.25,3.441142154,2.094962255,1.102621273
scandens,21.8,73,22.1,14.9,8.5,8,3.583864341,-0.028506724,2.509717603
scandens,18.13,73.34,20.1,13.84,9.02,8.88,1.725559769,0.9153825,1.273902912
scandens,15.91,64.83,20.45,12.34,8.81,7.9,-0.181095667,-0.642312165,0.948348021
scandens,20,75,21,15,9.1,9.1,2.947304077,1.533339468,1.80746896
scandens,21.1,74.5,20.7,15,9.35,8.85,2.95644458,1.482855302,1.81580422
scandens,21.77,74.33,21.3,14.34,9.01,8.5,3.399729739,0.685620892,1.740641783
scandens,20.3,72.5,21.5,13.85,8.9,9,2.821351939,0.942565918,1.275665138
scandens,17.67,69,20.47,13.15,8.4,7.87,1.012795035,-0.748449832,1.603345937
scandens,21.4,72.5,21.65,14.85,9.25,8.6,3.159994894,1.118357632,1.886587367
scandens,23.87,74.33,23.2,14.77,9.73,9.43,4.897516922,2.271985997,1.255515828
scandens,19.8,71.5,20.05,14.45,9.2,8.55,1.754231315,0.913149141,1.70026986
scandens,20,74,19.3,12,9.9,9.6,1.866252662,1.750924268,-0.491185913
scandens,19.95,71.75,21.7,14.57,8.95,8.9,2.70614051,1.096310116,1.715216833
scandens,19.08,65.84,18.85,11.69,9.07,8.93,-0.091285649,0.368081299,-0.009383026
scandens,22,74,20.8,14.5,8.7,8.3,3.12942484,0.29938815,2.056481905
scandens,20.75,73.7,20.95,14.17,8.72,8.8,2.858400929,0.70374167,1.628411761
scandens,20.7,74,21.3,14.3,9.6,8.9,3.086511177,1.517593614,1.283092202
scandens,16.2,72,19,14,9.3,8.9,0.443093611,1.197850295,1.237822091
scandens,23.3,78,20.7,14.9,10.4,9.3,4.120172083,2.70028045,1.105047181
scandens,16.85,69.5,19.7,12.15,8.4,7.95,0.50522422,-0.965740001,0.9903304
scandens,16.8,73,19.5,13.7,8.9,8.5,1.032625752,0.4119777,1.418595752
scandens,21.8,71,20.5,15,10.1,9.6,2.371366159,2.790371633,1.152676376
scandens,20.4,75,21.5,14.4,8.9,8.3,3.30545014,0.424019811,1.913767456
scandens,18.9,70,20.2,12.8,8.8,8,1.344735426,-0.417007822,1.171831529
scandens,19.9,72.5,21.05,14.05,9.25,8.5,2.489583782,0.785011572,1.471410881
scandens,18.9,73,21.1,13.1,8.7,8.4,2.372145493,-0.016489838,1.203765223
scandens,19.3,72,21,12.9,8.4,8.1,2.229554093,-0.598516738,1.353753345
scandens,20.4,74,21.5,14.8,9.5,8.8,3.121247559,1.490809023,1.659666786
scandens,18.35,70.5,20.5,14.15,8.65,8.35,1.465349541,0.206199339,1.853104576
scandens,14.8,66,20,12.7,8.6,7.8,-0.464848219,-0.795189027,1.291034113
scandens,20,,21.1,14.1,9.3,8.4,,0.741037536,1.524831474
scandens,17.1,69,20.8,14.6,9,8.6,1.052416253,0.851904867,1.848862275
scandens,17,68,19.7,12,10.2,9.5,0.264307972,1.884872446,-0.572934751
scandens,19,72,20.7,13,8.5,8.3,2.000511406,-0.297406455,1.277092232
scandens,20.3,75,22,14.6,9.75,9.6,3.54563746,2.402582669,1.071045493
scandens,20.3,73,21.4,13.8,9.1,8.7,2.860697415,0.790158905,1.299393168
scandens,17.8,71,20,13.9,9.3,8.9,1.163917145,1.168340111,1.180190584
scandens,16.4,68,19.9,13.6,8.6,8.6,0.228269108,0.248519337,1.442713082
scandens,15.3,72,21.4,13.8,8.5,8.1,1.496907403,-0.25585416,1.829895443
scandens,17,69,20.8,14.4,9,8.6,1.028824504,0.792884499,1.73359926
scandens,20.3,73,20,13.9,9,8.6,2.122116023,0.645333578,1.445441721
scandens,14.2,65,19.7,12.7,8.4,8,-0.948868733,-0.754801695,1.284365905
scandens,13.3,70,20,13.2,7.8,7.9,-0.081914124,-1.166940897,1.873647843
scandens,15.4,69,19.9,13,8.5,8.1,0.176554202,-0.491935632,1.368843382
scandens,18.7,69,20.9,14.3,9.1,8.7,1.482640044,0.937709825,1.587550706
scandens,17.7,70,19.9,14.7,8.2,8.3,0.903367002,-0.026946093,2.384452275
scandens,16.6,67,20,13.5,8.1,8.1,0.144005837,-0.652668401,1.827166804
scandens,18.6,73,21,14,9.4,9,2.248614434,1.372185806,1.149405045
scandens,20.8,72,20.8,13.1,9,8.5,2.477918695,0.311987518,1.030265235
scandens,15.5,68,20.6,12.9,8.8,8.2,0.385234066,-0.192968461,1.137711886
scandens,18.9,73,20.5,14.6,10.1,9.5,2.055610611,2.575066309,0.96802592
scandens,15.9,67,19.7,13.3,8.8,7.9,-0.179403844,-0.36672149,1.505864642
scandens,19.8,75,20.3,14.8,9.5,9.3,2.530829883,1.977131966,1.430288911
scandens,17.1,70,20.3,12.8,8.7,8.3,0.972839765,-0.202284978,1.076746275
scandens,17.7,71,20,12.6,8.6,8.3,1.140325396,-0.338376269,1.00402473
scandens,15.6,67,19.1,11.8,7.9,7.9,-0.566713973,-1.503012551,1.024265265
scandens,19.4,66,20,13.7,9,8.7,0.620372218,0.683577799,1.284303131
scandens,15.6,,19.6,13.8,8.9,8.5,,0.441487884,1.47622726
scandens,20.3,75,22.1,13.1,8.9,8.8,3.598393274,0.526710361,0.935179981
scandens,19.6,71,20.7,14.2,9,9,1.957859317,1.122922485,1.434833944
scandens,19.3,70,20,12.6,8.6,8.4,1.333590793,-0.24111168,0.958149155
scandens,19.8,72,20.6,13.7,8.3,8,2.136489581,-0.536770777,1.903222453
scandens,21.75,69.5,21.45,14.2,8.85,8.45,2.584446644,0.472360864,1.750961813
scandens,20.1,70,20.5,13.9,8.7,8.7,1.786103851,0.5113854,1.527190559
scandens,19.5,69,21.3,14.3,9.8,9,1.882397289,1.769000047,1.152133685
scandens,18.6,73,22.1,14.3,9.1,8.4,2.828928385,0.64591606,1.725177431
scandens,19.3,69,20.7,13.3,8.3,8.4,1.518678909,-0.265753159,1.489194121
scandens,19.7,72,21,14.1,9.4,8.8,2.323921088,1.207166813,1.298787703
scandens,19.4,72,19.4,14.6,8.6,7.9,1.409052822,-0.137230942,2.340157184
scandens,21.5,75,21.2,15.8,9.5,8.8,3.406691933,1.785910863,2.235981863
scandens,20.4,72,21.3,14.5,9.9,8.6,2.647330769,1.516032983,1.40835753
scandens,17.6,70,20,13.9,8,8.1,0.932531067,-0.611698587,2.100234305
scandens,19.5,69,20.6,13.3,8.7,8.1,1.513106592,-0.249263235,1.456654963
scandens,19.3,73,20.5,14.1,8.5,8.1,2.149977605,-0.167323608,2.002789966
scandens,18.37,67.7,20.33,14.4,8.23,8.23,0.86461578,-0.160440581,2.230908213
scandens,20,71,21,14.8,9.5,9.5,2.210493752,2.171661143,1.338537761
scandens,19.4,73,19.8,13.7,8.9,8.6,1.804278658,0.509242288,1.372720177
scandens,19.6,70,20.6,14,9.2,9,1.720900922,1.218043961,1.234487987
scandens,19.8,71,20.3,14.2,9.4,8.6,1.794019559,1.04214782,1.448170361
scandens,22.4,73,22.4,14.9,9.7,9.3,3.883682274,2.160783994,1.402837477
scandens,16.6,67,19.6,12.6,8.8,8.5,-0.067017418,0.010294753,0.827190638
scandens,18.7,72,20,13.7,8.7,8.4,1.560445464,0.160571266,1.549554269
scandens,20.2,72,21.3,14.1,9.6,8.5,2.600147272,1.069514892,1.351331487
scandens,20.6,71,22.4,14.7,9.4,9.2,3.090625637,1.773286271,1.461074449
scandens,19.05,72.5,20.35,13.55,9,8.6,1.919763223,0.542047934,1.243731444
scandens,17.65,71,20.55,13.75,8.3,8.05,1.418686498,-0.473383391,1.909100419
scandens,19.6,69,21,14.2,8.8,8.4,1.747721596,0.385193109,1.795170336
scandens,20.1,73,20.5,14.7,9,8.9,2.338711594,1.173208816,1.768867058
scandens,16.4,66,19.5,13.2,8.4,8.2,-0.35115931,-0.412721598,1.480772293
scandens,20.2,72.5,21.3,14.55,9.15,8.55,2.692248562,0.904123864,1.779172103
scandens,20.8,71,21,14.1,9,8.5,2.399227741,0.607089358,1.606580312
scandens,18.6,71,21.4,14.5,8.8,8.5,2.091232527,0.570988249,1.922189284
scandens,17.8,67,19.7,14.1,9,8.8,0.26883938,0.898883124,1.468953587
scandens,18.5,71,21,14.6,10.4,9.3,1.856617523,2.611749898,0.932152658
scandens,19.5,72,20.7,13.6,9.3,8.7,2.118470149,0.885280382,1.099047211
scandens,15.68,67,19.8,11.55,8.1,7.95,-0.178549877,-1.374013872,0.772165766
scandens,19.7,71,20.9,13.3,8.8,8.1,2.086962693,-0.172192313,1.414113492
scandens,20.7,68,20.1,13.8,9.1,8.7,1.348225926,0.790158905,1.299393168
scandens,19.3,67,20.4,13.4,8.5,7.9,0.992006305,-0.568424073,1.691120563
scandens,19.5,70,20,13.4,8.8,8.4,1.380774291,0.149111637,1.334118275
scandens,21.85,73,22.5,13.8,9.85,9.65,3.80668347,2.292204413,0.544514173
scandens,22.35,75,21.35,14,9.1,8.55,3.686355517,0.70328239,1.483469546
scandens,20.45,72.5,20.95,13.95,9.2,8.75,2.566582586,0.960127398,1.320361171
scandens,18.2,68,20.2,12.4,9.1,8.7,0.811188024,0.377016329,0.49255206
scandens,17.5,70,21.8,12.8,8.7,8.7,1.858543966,0.186773376,0.893243974
scandens,21.3,69,21,14,9.5,8.9,2.148781322,1.351992139,1.15273915
scandens,22.4,71,22,14.3,9.8,9.4,3.304253857,2.158058401,0.968631385
scandens,16.8,67,20.7,13.5,8.5,8.1,0.560480031,-0.344384712,1.65700092
scandens,21.7,72,21.6,14,8.6,8.7,3.112290943,0.463824662,1.627363538
scandens,21.1,75,21.7,13.8,9.9,8.7,3.576104008,1.406726283,0.959061401
scandens,18.45,68,20,13.4,8.45,8.3,0.764655768,-0.21790118,1.528888998
scandens,18.8,70,19.3,13.9,8.3,8.1,0.846341354,-0.38048582,1.972609893
scandens,17.4,70,20,14,8.6,8,0.88534757,-0.217027458,1.948492563
scandens,17.35,69,20.9,12.9,8.75,8.35,1.164151438,-0.085607039,1.090169259
scandens,18.6,73,19.9,13.2,8.4,8.4,1.668300482,-0.218192421,1.389021143
scandens,20.4,75,21.1,14.1,9.5,9.6,3.094426885,2.062354443,0.889241632
scandens,21.35,72,21.9,14.35,9,8.35,3.187987264,0.534967935,1.819472444
scandens,19.1,66,19.4,12.3,8.8,8,0.233062089,-0.564558742,0.88367399
scandens,18.8,73,21.4,13.6,9,8.6,2.506821186,0.556803026,1.272547198
scandens,23.8,80,22,15,10,9.8,5.292361567,2.907829888,1.103466697
scandens,18.2,73,19.8,12.9,9.2,8.6,1.521177674,0.504373583,0.784043703
scandens,18.8,70,20.6,13,9,9,1.532166933,0.768800276,0.743255852
scandens,18.5,67,20.2,14.6,9.1,8,0.697760689,0.345388258,2.081574255
scandens,19.6,71,19.1,13.5,8.5,8.3,1.113766296,-0.149855535,1.56524977
scandens,16.9,69,18.9,14.2,8.8,8.5,0.002872294,0.482457697,1.749294761
scandens,19.8,72,21.3,15.5,10.1,9.2,2.505780277,2.548864199,1.624336215
scandens,20.9,74,21.7,13.5,8.7,8.4,3.344717929,0.101550898,1.434291253
scandens,18.8,70.5,18.75,12.35,8.75,8.5,0.648285669,-0.102016168,0.704382604
scandens,21.1,75,21.7,14.6,9,8.7,3.576104008,0.949169455,1.8029867
Sf,20.83,73.35,21.04,14.2,9.25,9.05,2.860283657,1.364232085,1.30554248
SF,23.03,74.33,21.53,15.07,8.77,8.3,3.818324143,0.521545845,2.35520247
SF,23.4,75,21.3,13.7,9.3,8.7,3.907690971,0.914790566,1.156678718
Sf,20.04,72.15,20.45,13.83,9.28,8.94,2.141606444,1.171174633,1.130006592
SF,17.92,66.39,18.7,10.94,9.86,8.9,-0.342772234,0.726435828,-0.763934281
SF,16.2,70,19.3,10.6,8.6,8.7,0.23295589,-0.539521595,-0.332107724
SF,15.5,70,19.6,11.1,8.8,8.6,0.226081091,-0.335093419,-0.083157552
SF,13.8,66,19.1,10.9,8.1,7.7,-1.175568029,-1.80899154,0.512249904
SF,18.4,72,20.1,12.9,8.9,8.3,1.542426032,-0.01863295,1.049294841
SF,13,64,18.1,10.1,8.3,7.6,-2.260265317,-1.988195756,0.011990476
Sf,20,71,20.8,14.2,8.9,8.5,2.104982125,0.55952862,1.70675329
Sf,21.13,73.7,20.83,14.63,9.37,8.93,2.884742597,1.466893476,1.557358888
SF,13.6,67,20,11.5,8.8,7.8,-0.563746621,-0.995169391,0.514373079
SF,16.69,67.33,18.99,11.34,9.31,8.73,-0.306808456,0.255236692,-0.221441683
Sf,18,71,20.1,12.7,8.6,8.6,1.263856456,-0.017072319,0.924029513
SF,17.6,69,20.7,11.6,10.5,9.5,1.117619182,1.998044477,-0.931085194
SF,14.6,68,19.2,10.7,8.7,7.9,-0.565673064,-1.211057197,0.049986913
SF,18.4,69,20,11.8,8.3,8.1,0.937062475,-1.000199685,0.762348231
SF,17.3,69,19.2,12.1,8.9,8.6,0.25550673,0.037079344,0.450616054
SF,16.3,64,19.3,10.7,8.9,8.4,-0.848667848,-0.57059241,-0.264473904
SF,18.7,69,20.3,13.8,9.3,8.6,1.166105162,0.847036161,1.260185801
SF,20.7,75,21.5,14,9.5,9,3.376225386,1.449256728,1.106863574
SF,15,66,19.4,11,9.2,8.9,-0.734199604,0.235473852,-0.448581669
SF,13.4,66,18.7,10.1,8.5,8.3,-1.480958278,-1.153201792,-0.394221491
SF,19.9,65,19.6,11.4,9.1,8.5,0.343105125,-0.112614688,0.007988133
SF,15.2,64,17.9,9.8,8.2,7.5,-1.846758475,-2.251061819,-0.072487001
SF,19.15,71.5,20.25,13.8,11,9.95,1.706396576,3.470313785,-0.082339467
SF,15.9,67,19.3,10.5,8.3,7.7,-0.390427099,-1.772890431,0.196640931
SF,17.7,72,20.5,13,9.1,8.9,1.588307046,0.74860661,0.746589956
Sf,18,68,20.1,14.5,8.6,8.1,0.711248713,0.027788051,2.190774526
SF,18.43,71,20.47,12.1,8.9,8.73,1.560497486,0.163523309,0.390977806
SF,16,68,19.7,12.6,8.6,8.3,0.028390486,-0.338376269,1.00402473
SF,20.2,74,20.8,13.9,9.55,9.3,2.704773365,1.750075771,0.890334606
SF,18.8,72,20.5,12.2,9.8,9,1.847816281,1.149286182,-0.058127977
Sf,18.1,71,21,13.1,8.8,8.9,1.762250529,0.546904027,0.931845876
SF,16.5,68,18.8,11.1,8.4,7.8,-0.328453095,-1.421493816,0.454012932
SF,18.9,69,20.1,12.3,9,9,1.107777032,0.562228988,0.339835298
SF,15.85,66.6,19,10.7,10.1,9.15,-0.634171447,1.083743072,-1.119038367
Sf,16,65,21.6,12.6,7.8,7.5,0.478143204,-1.733060355,1.711361098
SF,16.5,67,19,11.5,9.1,8.7,-0.407144049,0.111424673,-0.026131509
SF,18.2,70,19.9,12.5,9.3,8.9,1.021325745,0.755197535,0.373349476
SF,15.7,69,19.1,11.2,9,8.5,-0.174717062,-0.248705979,-0.064733411
SF,18.9,69,20.7,13.1,8.2,8,1.424311914,-0.790902803,1.599974877
Sf,20.4,74,21.2,13.3,9.7,9.8,2.962980118,2.174943993,0.251355478
SF,16.2,65,20,12.5,8.5,8.7,-0.318766319,-0.055899021,0.805432393
SF,16.6,69,20,11.7,9,8.6,0.512411,-0.00389047,0.177548552
SF,20.5,75,21.9,13.8,9.5,9.8,3.540065144,2.168353068,0.624595959
SF,22.3,72,21.4,13.3,10.3,9.7,3.148329807,2.540104938,0.041982228
SF,19.2,71,20.4,13.1,9,8.4,1.705224881,0.214722929,1.07614081
SF,22.2,71,22,12.8,8.8,8.6,3.25707036,0.16657971,0.896578079
SF,12.8,66,18.7,9.2,8,7.6,-1.62250877,-2.485000179,-0.379068681
SF,18.6,70,20.2,12.4,8.4,8.6,1.273960181,-0.259744716,0.836217931
SF,20,69,20.8,13.6,10.5,9.9,1.736576963,2.977306512,0.038042659
SF,14.4,63,18.6,10.5,8.6,8.4,-1.850404349,-0.860825545,-0.252112507
Sf,18.7,71,20.3,13.2,9.15,9.4,1.534510324,1.332485382,0.611204361
SF,18.8,71,20.7,12.5,8.85,8.9,1.769125328,0.408378384,0.564786095
SF,19.3,72,19.9,13.2,10.2,9.9,1.649240142,2.628053009,-0.064858959
SF,21.1,72,21.6,13,10,9.5,2.970740451,2.025832442,0.088463268
SF,16.3,69,19.1,13.6,8.8,8.3,-0.03316657,0.110867416,1.495256865
Sf,21.7,74,20.6,13.8,9.8,9.7,2.953137967,2.302301247,0.542847121
SF,16.6,65,19.7,11.6,8.4,7.8,-0.382666766,-1.273942896,0.74217047
SF,17.9,67,22.2,13,8.9,8.8,1.611326472,0.497200177,0.877548473
SF,18.8,72,20.3,13.7,9.4,8.8,1.742304654,1.089126077,1.068261672
Sf,19.2,73,21.2,13.7,9.5,9.1,2.495676553,1.457990764,0.888093476
SF,19,69,19.8,12.8,9.2,8.9,0.973101339,0.766657164,0.58878547
SF,19.7,70,20.7,13.3,9.8,8.8,1.797248484,1.27936903,0.667569758
Sf,20.4,69,21.1,13.8,9.7,9.7,1.989211399,2.225230324,0.585388592
SF,16.5,67,19.9,12.3,7.9,7.9,0.067658275,-1.355461631,1.312422803
SF,18,68,19.6,12.4,8.5,8,0.447469644,-0.766261325,1.068929911
SF,18.8,72,21.4,13.9,9,8.7,2.322618605,0.742598167,1.399566146
Sf,15.8,67,18.8,10.7,8.5,8.3,-0.677797917,-0.976140687,-0.048432445
SF,18.6,70,20.3,13,9.2,8.7,1.326715994,0.631148355,0.795799635
SF,18,67,20.1,12,9.3,8.9,0.527046132,0.607646614,0.085191937
SF,18.1,71,20.1,12.2,8.6,8.4,1.287448205,-0.359152416,0.727623124
SF,18,68,19.8,12.3,9.8,8.5,0.552981272,0.692473424,0.228881406
SF,18.2,70,20.4,11.9,8.5,8.4,1.285104814,-0.524753891,0.597270072
SF,19,70,20.5,12.5,8.6,8.8,1.526594616,0.11843649,0.717015347
SF,13.9,65,17.9,9.9,8.3,8.3,-1.969248626,-1.366364004,-0.424401565
SF,17.2,68,19.6,12.1,9.3,9.2,0.258735655,0.928950564,0.00519672
SF,17,69,19.7,11.3,8.7,8.9,0.448510553,-0.061350207,-0.062979791
Sf,15.1,65,19.6,10.4,8.3,8.3,-0.789298809,-1.218813084,-0.136244027
SFf,16.3,68,20,12.9,9,8.7,0.257433173,0.447496327,0.823251069
SFf,20.5,73,20.2,14.4,9.4,9.1,2.274811147,1.58749113,1.334055501
SFf,21.5,73,20,13,9.7,9.5,2.405217006,1.794619675,0.21608768
SfF,13.4,67,19.8,10.4,8.7,8.8,-0.716441746,-0.424206452,-0.535787785
SFf,21.6,73,21.8,13.9,9.8,10.2,3.378413403,2.818134373,0.371100753
SfF,15.8,65,19,11,9.4,8.7,-0.940691451,0.195086519,-0.44191346
SfF,18.5,70,21.1,12.3,8.4,8.6,1.725170756,-0.2892549,0.778586424
SfF,20.5,78,19.3,13.6,9.9,9.2,2.721021729,1.834028858,0.61442051
SFf,15,66,17.4,10.6,8.3,8.1,-1.789315879,-1.354321893,0.070770139
SFf,16,68,20.2,14,9.5,8.9,0.292169554,1.351992139,1.15273915
SFf,13.9,66,17.1,11.7,7.7,7.4,-2.207092555,-2.172987522,1.281094574
SFf,18.5,72,20.7,12.7,8.8,8.6,1.882552663,0.137069526,0.838946571
SFf,19,68,19.9,12,8.2,8.2,0.841654572,-0.92098565,0.874277142
SFf,17.3,67,20.2,11,9.8,9.2,0.414659705,0.989693151,-0.841457219
SfF,14.2,65,18.4,10,7.4,7.6,-1.634694312,-2.71134424,0.337232206
,,,,,,,,,
,,,,,,,,,
Abbreviations:,,,,,,,,,
,,,,,,,,,
F,G. fortis,,,,,,,,
f,G. fuliginosa,,,,,,,,
S,G. scandens,,,,,,,,